utt_id,ctc_rho,pll_rho,gpt2_rho,ctc_wer,pll_wer,gpt2_wer,best_interp_wer,oracle_wer,is_recoverable
1650-173552-0007-567,-0.1706,-0.2327,-0.3240,0.2000,0.2000,0.2000,0.2000,0.2000,0
1650-173552-0009-569,0.1534,0.0537,0.2148,0.2581,0.2581,0.2581,0.2581,0.1935,1
3660-172183-0001-571,-0.2893,-0.9156,-0.6556,0.0455,0.0455,0.0455,0.0455,0.0455,0
3660-172183-0003-573,-0.2068,-0.5498,-0.4016,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172183-0005-575,-0.3920,-0.3248,-0.3264,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172183-0007-577,-0.8753,-0.6068,-0.4824,0.0526,0.0000,0.0526,0.0000,0.0000,1
3660-172183-0009-579,-0.7457,-0.5064,-0.2394,0.1250,0.0000,0.1250,0.0000,0.0000,1
3660-172183-0011-581,-0.4704,-0.5485,-0.4279,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172183-0013-583,-0.2593,-0.1318,0.1275,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172183-0015-585,-0.1296,-0.2614,-0.2614,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172183-0017-587,-0.6106,-0.3131,-0.1503,0.0476,0.0476,0.0476,0.0476,0.0476,0
3660-172183-0019-589,-0.4216,-0.6451,-0.6044,0.0455,0.0455,0.0455,0.0455,0.0000,1
3660-172183-0021-591,-0.2535,-0.4656,-0.3973,0.0714,0.0714,0.0714,0.0714,0.0714,0
3660-172183-0023-593,-0.3241,-0.4862,-0.2355,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172183-0025-595,-0.4629,-0.1543,-0.1543,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0000-597,-0.4078,0.0835,-0.0913,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0002-599,-0.3701,-0.3025,-0.3572,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0004-601,-0.5472,-0.5646,-0.6626,0.0213,0.0213,0.0213,0.0213,0.0213,0
3660-172182-0006-603,-0.5330,-0.2562,-0.3226,0.2000,0.2000,0.2000,0.2000,0.1333,1
3660-172182-0008-605,-0.4384,-0.3444,-0.3444,0.1333,0.1333,0.1333,0.1333,0.1333,0
3660-172182-0010-607,-0.4610,-0.1735,-0.4339,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0012-609,-0.0430,-0.2364,-0.2057,0.1818,0.1818,0.1818,0.1818,0.0909,1
3660-172182-0014-611,-0.4017,-0.4017,-0.2762,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0016-613,-0.4744,0.0341,-0.0051,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0018-615,0.2186,0.4031,0.4715,0.2857,0.2857,0.2857,0.2857,0.1429,1
3660-172182-0020-617,-0.6514,-0.0687,0.1424,0.0294,0.0294,0.0294,0.0294,0.0294,0
3660-172182-0022-619,-0.1849,-0.2479,0.0294,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0024-621,0.0410,0.3963,0.2870,0.1765,0.1765,0.1765,0.1765,0.1176,1
3660-172182-0026-623,-0.6890,-0.6890,-0.6956,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0028-625,-0.0039,-0.7544,-0.6577,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0030-627,-0.2996,-0.8806,-0.8731,0.0476,0.0476,0.0476,0.0476,0.0476,0
3660-172182-0032-629,-0.5636,0.2192,0.2192,0.0625,0.0625,0.0625,0.0625,0.0625,0
3660-172182-0034-631,-0.2974,-0.1794,0.1101,0.0667,0.0667,0.0667,0.0667,0.0667,0
3660-172182-0036-633,-0.2625,-0.8318,-0.8192,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-172182-0038-635,-0.3150,-0.2127,-0.0800,0.1250,0.1250,0.1250,0.1250,0.0833,1
3660-172182-0040-637,-0.5171,-0.7308,-0.5119,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0001-639,-0.5109,-0.5763,-0.4319,0.0400,0.0400,0.0400,0.0400,0.0400,0
3660-6517-0003-641,-0.3641,-0.7912,-0.7421,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0005-643,0.0015,-0.8057,-0.4615,0.0303,0.0303,0.0303,0.0303,0.0303,0
3660-6517-0007-645,-0.1113,-0.7614,-0.5277,0.0400,0.0400,0.0400,0.0400,0.0400,0
3660-6517-0009-647,-0.1828,0.6202,-0.0653,0.1250,0.3750,0.1250,0.1250,0.1250,0
3660-6517-0011-649,-0.2359,-0.5311,-0.6802,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0013-651,-0.3792,-0.5720,-0.2623,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0015-653,0.1155,0.1274,0.3294,0.3571,0.3571,0.3571,0.3571,0.2857,1
3660-6517-0017-655,-0.1733,-0.3565,-0.1287,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0019-657,-0.6706,-0.2560,-0.5102,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0021-659,-0.3158,-0.6741,-0.3940,0.0500,0.0500,0.0500,0.0500,0.0500,0
3660-6517-0023-661,-0.4538,-0.3697,-0.4571,0.0714,0.0714,0.0714,0.0714,0.0714,0
3660-6517-0025-663,-0.2108,-0.6202,-0.6694,0.0833,0.0833,0.0833,0.0833,0.0625,1
3660-6517-0027-665,-0.5450,-0.1915,0.0949,0.0667,0.0667,0.0667,0.0667,0.0000,1
3660-6517-0029-667,-0.1980,-0.5314,-0.4951,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0031-669,-0.4418,-0.2873,-0.1616,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0033-671,-0.4654,-0.3171,-0.1879,0.0000,0.0000,0.0000,0.0000,0.0000,0
3660-6517-0035-673,-0.6551,-0.5672,-0.4746,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172005-0001-675,-0.2175,-0.6669,-0.2431,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172005-0003-677,0.0554,-0.7038,-0.2233,0.1429,0.1429,0.1429,0.1429,0.0714,1
3663-172005-0005-679,-0.5801,-0.8848,-0.7163,0.3000,0.2000,0.3000,0.2000,0.2000,1
3663-172005-0007-681,-0.5785,-0.2457,-0.2457,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0001-683,-0.3241,-0.6158,-0.4862,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0003-685,-0.2712,-0.5423,-0.3525,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0005-687,-0.2762,-0.4603,-0.2343,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0007-689,-0.1260,-0.6776,-0.5745,0.0909,0.0909,0.0909,0.0909,0.0455,1
3663-172528-0009-691,-0.3300,-0.4126,-0.5314,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0011-693,-0.5243,-0.7321,-0.5903,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0013-695,-0.5707,-0.5745,-0.6016,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0015-697,-0.1809,-0.2611,-0.2816,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0017-699,-0.3451,-0.3835,-0.3068,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0019-701,-0.3495,-0.3825,-0.5651,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0021-703,-0.2750,-0.6325,-0.4677,0.0227,0.0227,0.0227,0.0227,0.0227,0
3663-172528-0023-705,-0.5034,-0.2571,-0.1025,0.0455,0.0455,0.0455,0.0455,0.0455,0
3663-172528-0025-707,-0.8854,-0.6381,-0.5053,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0027-709,-0.0561,-0.5707,-0.2998,0.0909,0.0000,0.0000,0.0000,0.0000,1
3663-172528-0029-711,-0.5393,-0.6774,-0.5781,0.1212,0.1212,0.1212,0.1212,0.1212,0
3663-172528-0031-713,-0.1247,0.0868,-0.4664,0.0417,0.0417,0.0417,0.0417,0.0417,0
3663-172528-0033-715,-0.1230,-0.3690,0.0000,0.3333,0.3333,0.3333,0.3333,0.3333,0
3663-172528-0035-717,-0.0330,-0.2263,-0.4906,0.0667,0.0667,0.0667,0.0667,0.0667,0
3663-172528-0037-719,-0.2946,-0.6105,-0.5434,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0039-721,-0.6253,-0.6301,-0.4686,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0041-723,-0.5755,-0.7206,-0.7969,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0043-725,-0.1686,-0.8985,-0.5466,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0045-727,0.3505,-0.4736,-0.3521,0.1481,0.1481,0.1481,0.1481,0.0741,1
3663-172528-0047-729,0.2036,-0.6356,-0.5004,0.0556,0.0556,0.0556,0.0556,0.0556,0
3663-172528-0049-731,0.0502,-0.6025,-0.0921,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0051-733,-0.5021,-0.4017,-0.4268,0.0000,0.0000,0.0000,0.0000,0.0000,0
3663-172528-0053-735,-0.1000,-0.7756,-0.2654,0.0323,0.0323,0.0323,0.0323,0.0323,0
1686-142278-0000-737,-0.2236,-0.8944,-0.2236,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0002-739,-0.5201,-0.6279,-0.4124,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0004-741,-0.5041,-0.3641,-0.2801,0.0588,0.0588,0.0588,0.0588,0.0588,0
1686-142278-0006-743,-0.4218,-0.4218,-0.4218,0.0000,0.1000,0.0000,0.0000,0.0000,0
1686-142278-0008-745,-0.6124,-0.6124,-0.4082,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0010-747,-0.0380,-0.5809,-0.3581,0.2000,0.2000,0.2000,0.2000,0.0000,1
1686-142278-0012-749,-0.3772,-0.7602,-0.5300,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0014-751,-0.0874,-0.4660,-0.2952,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0016-753,-0.3834,-0.7125,-0.6243,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0018-755,-0.5446,-0.6429,-0.5361,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0020-757,-0.1298,-0.3006,-0.0717,0.2000,0.2000,0.2000,0.2000,0.2000,0
1686-142278-0022-759,-0.3056,-0.5590,-0.4604,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0024-761,-0.8911,-0.7179,-0.7278,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0026-763,-0.4213,-0.3263,-0.2679,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0028-765,-0.5198,-0.6419,-0.4227,0.1304,0.0870,0.1304,0.0870,0.0870,1
1686-142278-0030-767,-0.1670,-0.8072,-0.7422,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0032-769,-0.4610,0.0217,-0.0434,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0034-771,-0.0921,-0.8620,-0.8292,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0036-773,-0.6124,-0.6124,-0.4082,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0038-775,-0.2673,-0.5345,-0.2673,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0040-777,-0.2442,-0.1776,-0.0206,0.0833,0.0833,0.0833,0.0833,0.0833,0
1686-142278-0042-779,-0.4571,-0.8566,-0.8400,0.0400,0.0400,0.0400,0.0400,0.0200,1
1686-142278-0044-781,-0.4126,-0.4334,-0.4126,0.1176,0.1176,0.1176,0.1176,0.1176,0
1686-142278-0046-783,-0.5186,0.1512,-0.0086,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0048-785,-0.5926,-0.6609,-0.5962,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0050-787,-0.3669,-0.2621,-0.1048,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0052-789,-0.3428,-0.8096,-0.5027,0.0204,0.0204,0.0204,0.0204,0.0204,0
1686-142278-0054-791,-0.4372,-0.6343,-0.6361,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0056-793,-0.5826,-0.3767,-0.3728,0.0000,0.1667,0.0000,0.0000,0.0000,0
1686-142278-0058-795,0.0396,-0.6844,-0.1844,0.0500,0.0500,0.0500,0.0500,0.0500,0
1686-142278-0060-797,-0.8970,-0.7610,-0.2510,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0062-799,-0.6436,-0.2723,-0.4951,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0064-801,-0.5049,-0.6035,-0.2050,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0066-803,-0.3241,-0.6806,-0.4581,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0068-805,-0.8660,0.0000,-0.5000,0.0000,1.0000,0.0000,0.0000,0.0000,0
1686-142278-0070-807,0.2502,-0.4320,-0.3574,0.0263,0.0263,0.0263,0.0263,0.0000,1
1686-142278-0072-809,-0.3254,-0.2657,-0.1356,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0074-811,-0.1992,-0.0398,0.2490,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0076-813,-0.1808,-0.1627,0.1446,0.1111,0.0000,0.1111,0.0000,0.0000,1
1686-142278-0078-815,-0.2608,-0.6028,-0.8574,0.1364,0.1364,0.1364,0.1364,0.0455,1
1686-142278-0080-817,-0.2112,-0.0124,-0.2251,0.1538,0.1538,0.1538,0.1538,0.0769,1
1686-142278-0082-819,-0.0062,-0.2422,-0.4472,0.0208,0.0208,0.0208,0.0208,0.0208,0
1686-142278-0084-821,-0.7303,-0.6390,-0.2739,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0086-823,-0.1597,-0.4665,-0.3350,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0088-825,-0.6266,-0.4911,-0.3785,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0090-827,-0.6547,-0.6547,-0.3928,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0092-829,-0.4985,-0.4602,-0.2301,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0094-831,-0.4949,-0.6468,-0.5802,0.0000,0.0000,0.0000,0.0000,0.0000,0
1686-142278-0096-833,-0.2593,-0.6635,-0.3688,0.1290,0.1290,0.1290,0.1290,0.1290,0
1686-142278-0098-835,-0.2969,-0.1468,-0.3515,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-56594-0001-837,-0.3829,-0.4720,-0.7360,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-56594-0003-839,-0.0648,-0.0994,0.0907,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-56594-0005-841,-0.4258,-0.8515,-0.7888,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-56594-0007-843,-0.1123,-0.0648,-0.3954,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-56594-0009-845,-0.1287,-0.7360,-0.5182,0.0385,0.0385,0.0385,0.0385,0.0385,0
4570-56594-0011-847,-0.2403,-0.2902,-0.4275,0.1818,0.1818,0.1818,0.1818,0.1818,0
4570-56594-0013-849,-0.4973,-0.6527,-0.4693,0.0667,0.0667,0.0667,0.0667,0.0667,0
4570-56594-0015-851,-0.5994,-0.1529,0.0474,0.0909,0.0909,0.0909,0.0909,0.0909,0
4570-56594-0017-853,-0.4099,-0.6173,-0.6395,0.0526,0.0526,0.0526,0.0526,0.0526,0
4570-14911-0000-855,-0.4958,-0.6838,-0.5406,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-14911-0002-857,-0.3282,-0.5597,-0.4883,0.0435,0.0435,0.0435,0.0435,0.0435,0
4570-14911-0004-859,-0.5248,-0.7848,-0.7279,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-14911-0006-861,-0.3197,-0.1087,-0.1496,0.0435,0.0435,0.0435,0.0435,0.0217,1
4570-14911-0008-863,-0.5437,-0.6519,-0.3994,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-14911-0010-865,-0.4985,-0.0767,-0.3835,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-14911-0012-867,-0.4377,-0.6179,-0.2703,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-14911-0014-869,-0.2479,-0.4168,-0.4989,0.1250,0.1250,0.1250,0.1250,0.0000,1
4570-14911-0016-871,-0.5230,-0.1943,-0.2817,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-24733-0000-873,-0.3805,-0.2747,-0.1331,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-24733-0002-875,-0.7560,-0.7591,-0.3127,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-24733-0004-877,-0.4604,-0.7875,-0.7859,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-24733-0006-879,-0.6887,-0.8605,-0.8745,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-24733-0008-881,-0.4709,-0.7080,-0.5445,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-102353-0001-883,-0.5903,-0.6653,-0.8011,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-102353-0003-885,-0.6590,-0.4890,-0.4096,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-102353-0005-887,-0.5186,-0.2614,-0.3565,0.0000,0.0000,0.0000,0.0000,0.0000,0
4570-102353-0007-889,-0.3404,-0.4124,-0.4026,0.0227,0.0227,0.0227,0.0227,0.0227,0
700-122867-0000-891,-0.3548,-0.5913,-0.4139,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0002-893,0.0928,-0.8220,-0.6653,0.0417,0.0417,0.0417,0.0417,0.0000,1
700-122867-0004-895,-0.7104,-0.7571,-0.5592,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0006-897,-0.0651,-0.2815,-0.4783,0.1176,0.1176,0.1176,0.1176,0.0000,1
700-122867-0008-899,-0.5449,-0.6228,-0.3892,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0010-901,-0.3191,-0.2089,-0.0406,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0012-903,-0.1002,-0.4381,-0.4551,0.0556,0.0556,0.0556,0.0556,0.0000,1
700-122867-0014-905,0.0000,-0.5248,-0.3317,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0016-907,-0.2291,-0.4550,-0.3208,0.1818,0.0000,0.1818,0.0000,0.0000,1
700-122867-0018-909,-0.4597,-0.7183,-0.6788,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0020-911,-0.6278,-0.6373,-0.2556,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0022-913,-0.3013,-0.3682,-0.1506,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0024-915,-0.1141,0.0058,0.0793,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0026-917,-0.4791,-0.4728,-0.1847,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0028-919,-0.3972,-0.1932,-0.4284,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0030-921,-0.3246,-0.2426,-0.1230,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0032-923,-0.2032,-0.7975,-0.5790,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0034-925,-0.3241,-0.5229,-0.3630,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0036-927,-0.6761,-0.5071,-0.3381,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0038-929,-0.3604,-0.4698,-0.3443,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122867-0040-931,-0.8018,-0.6682,-0.4009,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0000-933,-0.6702,-0.7472,-0.0754,0.2222,0.1111,0.2222,0.1111,0.1111,1
700-122868-0002-935,0.0858,-0.3568,-0.3798,0.2727,0.2727,0.2727,0.2727,0.1818,1
700-122868-0004-937,-0.6981,-0.3758,-0.4344,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0006-939,-0.1135,-0.1343,0.0544,0.2500,0.2500,0.2500,0.2500,0.1250,1
700-122868-0008-941,-0.2903,-0.4390,-0.5125,0.1250,0.1250,0.1250,0.1250,0.0625,1
700-122868-0010-943,-0.6237,-0.6888,-0.5261,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0012-945,0.1630,-0.3770,-0.5485,0.3000,0.1000,0.1000,0.1000,0.1000,1
700-122868-0014-947,-0.1165,-0.5534,-0.4563,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0016-949,-0.3344,0.2164,0.0852,0.1667,0.1667,0.1667,0.1667,0.0000,1
700-122868-0018-951,0.0928,-0.8381,-0.7500,0.1667,0.1667,0.1667,0.1667,0.0000,1
700-122868-0020-953,-0.3631,-0.7262,-0.6802,0.1538,0.1538,0.1538,0.1538,0.0769,1
700-122868-0022-955,-0.4952,-0.6408,-0.5282,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0024-957,-0.4831,-0.7247,-0.5876,0.1111,0.1111,0.1111,0.1111,0.0000,1
700-122868-0026-959,-0.5913,-0.4139,-0.3548,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0028-961,-0.3751,-0.5580,-0.7813,0.1071,0.1071,0.1071,0.1071,0.1071,0
700-122868-0030-963,-0.3187,-0.5179,-0.5271,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0032-965,-0.4881,-0.5532,-0.4772,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0034-967,-0.2169,-0.7050,-0.4284,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0036-969,-0.2798,0.1796,-0.0445,0.1667,0.1667,0.1667,0.1667,0.0833,1
700-122868-0038-971,-0.3495,-0.6194,-0.1437,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122868-0040-973,-0.4537,-0.3284,-0.1966,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0001-975,-0.4549,-0.5993,-0.6661,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0003-977,-0.3361,-0.3361,0.0310,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0005-979,-0.1007,-0.2150,-0.3413,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0007-981,-0.3240,-0.6620,-0.3159,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0009-983,-0.1221,-0.1941,-0.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0011-985,-0.0259,-0.0534,0.1741,0.0000,0.2000,0.0000,0.0000,0.0000,0
700-122866-0013-987,-0.0820,-0.3674,-0.5071,0.1667,0.1667,0.1667,0.1667,0.0000,1
700-122866-0015-989,-0.2546,-0.4412,-0.3463,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0017-991,-0.3282,-0.8013,-0.6275,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0019-993,-0.5029,-0.3131,-0.5124,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0021-995,-0.4504,-0.5088,-0.5923,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0023-997,-0.5436,-0.6519,-0.6732,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0025-999,-0.3071,-0.7362,-0.3834,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0027-1001,-0.5824,-0.5010,-0.7703,0.0625,0.0625,0.0625,0.0625,0.0625,0
700-122866-0029-1003,-0.5477,-0.4108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0031-1005,-0.0807,-0.4175,-0.6437,0.0357,0.0357,0.0357,0.0357,0.0000,1
700-122866-0033-1007,-0.2775,-0.4741,-0.3122,0.2000,0.2000,0.2000,0.2000,0.2000,0
700-122866-0035-1009,-0.3895,-0.5119,0.0879,0.1000,0.1000,0.1000,0.1000,0.0000,1
700-122866-0037-1011,-0.3796,-0.2874,0.4393,0.0000,0.0000,0.0000,0.0000,0.0000,0
700-122866-0039-1013,-0.5439,-0.3496,-0.0591,0.0667,0.0667,0.0667,0.0667,0.0667,0
700-122866-0041-1015,0.2580,-0.4522,-0.3030,0.1364,0.1364,0.1364,0.1364,0.0455,1
7641-96684-0000-1017,-0.2225,-0.4024,-0.3230,0.0000,0.0000,0.0000,0.0000,0.0000,0
7641-96684-0002-1019,-0.0250,-0.5887,-0.0658,0.0625,0.0625,0.0625,0.0625,0.0625,0
7641-96684-0004-1021,-0.3154,-0.3990,-0.2285,0.0000,0.0000,0.0000,0.0000,0.0000,0
7641-96684-0006-1023,0.3081,-0.4201,-0.3641,0.1250,0.1250,0.1250,0.1250,0.0625,1
7641-96684-0008-1025,-0.1436,-0.7214,-0.5125,0.0500,0.0500,0.0500,0.0500,0.0000,1
7641-96684-0010-1027,0.3254,-0.1898,0.2169,0.1714,0.1714,0.1714,0.1714,0.1429,1
7641-96684-0012-1029,-0.5152,-0.8135,-0.7593,0.0000,0.0000,0.0000,0.0000,0.0000,0
7641-96684-0014-1031,-0.1924,-0.4225,-0.1258,0.1304,0.0870,0.1304,0.0870,0.0870,1
7641-96684-0016-1033,0.0522,-0.3869,-0.3408,0.1111,0.1111,0.1111,0.1111,0.0741,1
7641-96684-0018-1035,-0.2686,-0.7664,-0.4535,0.0526,0.0000,0.0526,0.0000,0.0000,1
7641-96684-0020-1037,-0.6126,-0.6598,-0.7318,0.0000,0.0000,0.0000,0.0000,0.0000,0
7641-96684-0022-1039,-0.6708,-0.8944,-0.7454,0.0000,0.0000,0.0000,0.0000,0.0000,0
7641-96684-0024-1041,-0.2620,-0.4275,-0.2861,0.0769,0.0769,0.0769,0.0769,0.0000,1
7641-96684-0026-1043,-0.1913,-0.5979,-0.2528,0.0400,0.0400,0.0400,0.0400,0.0400,0
7641-96684-0028-1045,-0.1060,-0.5092,-0.2530,0.1000,0.2000,0.1000,0.1000,0.0000,1
7641-96684-0030-1047,-0.8431,-0.6306,-0.4113,0.0000,0.0000,0.0000,0.0000,0.0000,0
7641-96684-0032-1049,-0.3889,-0.2836,-0.5926,0.0000,0.0000,0.0000,0.0000,0.0000,0
7641-96684-0034-1051,-0.2676,-0.7938,-0.6812,0.0256,0.0256,0.0256,0.0256,0.0000,1
7641-96684-0036-1053,-0.4310,-0.3663,-0.3448,0.0000,0.0000,0.0000,0.0000,0.0000,0
7641-96684-0038-1055,-0.7219,-0.5890,-0.5854,0.0000,0.0000,0.0000,0.0000,0.0000,0
7641-96252-0001-1057,-0.2169,-0.5749,-0.5044,0.0000,0.0000,0.0000,0.0000,0.0000,0
7641-96252-0003-1059,-0.3870,-0.8630,-0.4890,0.0000,0.0000,0.0000,0.0000,0.0000,0
7641-96252-0005-1061,-0.1933,-0.8412,-0.7886,0.0000,0.0000,0.0000,0.0000,0.0000,0
7641-96252-0007-1063,-0.1742,-0.2562,0.4100,0.0714,0.0714,0.0714,0.0714,0.0714,0
7641-96252-0009-1065,-0.4956,-0.7191,-0.7238,0.0345,0.0345,0.0345,0.0345,0.0345,0
